PassengerId,Pclass,Age,SibSp,Parch,Fare,Embarked,Family_Size,Title,Title_Mr,Deck,Side,Fare_Per_Person,Gender,AgeClass,AgeGenderClass,Protocole
1170,2,30.0,1,0,21.0,2,4,5,3,-1,0,4.2,2,60.0,120.0,0
1171,2,22.0,0,0,10.5,2,0,5,3,-1,0,10.5,2,44.0,88.0,0
1172,3,23.0,0,0,8.6625,2,0,2,2,-1,0,8.6625,1,69.0,69.0,0
1173,3,0.75,1,1,13.775,2,6,1,1,-1,0,1.967857142857143,2,2.25,4.5,0
1174,3,17.36087378640777,0,0,7.75,1,0,2,2,-1,0,7.75,1,52.08262135922331,52.08262135922331,0
1175,3,9.0,1,1,15.2458,0,4,2,2,-1,0,3.0491599999999996,1,27.0,27.0,0
1176,3,2.0,1,1,20.2125,2,2,2,2,-1,0,6.7375,1,6.0,6.0,0
1177,3,36.0,0,0,7.25,2,0,5,3,-1,0,7.25,2,108.0,216.0,0
1178,3,28.318910256410255,0,0,7.25,2,0,5,3,-1,0,7.25,2,84.95673076923077,169.91346153846155,0
1179,1,24.0,1,0,82.2667,2,4,5,3,2,-1,16.45334,2,24.0,48.0,0
1180,3,28.318910256410255,0,0,7.2292,0,0,5,3,5,1,7.2292,2,84.95673076923077,169.91346153846155,0
1181,3,28.318910256410255,0,0,8.05,2,2,5,3,-1,0,2.6833333333333336,2,84.95673076923077,169.91346153846155,0
1182,1,42.1013986013986,0,0,39.6,2,0,5,3,-1,0,39.6,2,42.1013986013986,84.2027972027972,0
1183,3,30.0,0,0,6.95,1,0,2,2,-1,0,6.95,1,90.0,90.0,0
1184,3,28.318910256410255,0,0,7.2292,0,0,5,3,-1,0,7.2292,2,84.95673076923077,169.91346153846155,0
1185,1,53.0,1,1,81.8583,2,4,8,4,1,1,16.37166,2,53.0,106.0,0
1186,3,36.0,0,0,9.5,2,0,5,3,-1,0,9.5,2,108.0,216.0,0
1187,3,26.0,0,0,7.8958,2,0,5,3,-1,0,7.8958,2,78.0,156.0,0
1188,2,1.0,1,2,41.5792,0,2,2,2,-1,0,13.859733333333333,1,2.0,2.0,1
1189,3,28.318910256410255,2,0,21.6792,0,4,5,3,-1,0,4.33584,2,84.95673076923077,169.91346153846155,0
1190,1,30.0,0,0,45.5,2,0,5,3,-1,0,45.5,2,30.0,60.0,0
1191,3,29.0,0,0,7.8542,2,0,5,3,-1,0,7.8542,2,87.0,174.0,0
1192,3,32.0,0,0,7.775,2,0,5,3,-1,0,7.775,2,96.0,192.0,0
1193,2,32.83793103448276,0,0,15.0458,0,0,5,3,4,0,15.0458,2,65.67586206896551,131.35172413793103,0
1194,2,43.0,0,1,21.0,2,4,5,3,-1,0,4.2,2,86.0,172.0,0
1195,3,24.0,0,0,8.6625,2,0,5,3,-1,0,8.6625,2,72.0,144.0,0
1196,3,17.36087378640777,0,0,7.75,1,0,2,2,-1,0,7.75,1,52.08262135922331,52.08262135922331,0
1197,1,64.0,1,1,26.55,2,2,4,4,2,1,8.85,1,64.0,64.0,1
1198,1,30.0,1,2,151.55,2,2,5,3,3,1,50.51666666666667,2,30.0,60.0,0
1199,3,0.83,0,1,9.35,2,2,1,1,-1,0,3.1166666666666667,2,2.4899999999999998,4.9799999999999995,0
1200,1,55.0,1,1,93.5,2,2,5,3,2,-1,31.166666666666668,2,55.0,110.0,0
1201,3,45.0,1,0,14.1083,2,2,4,4,-1,0,4.702766666666666,1,135.0,135.0,0
1202,3,18.0,0,0,8.6625,2,0,5,3,-1,0,8.6625,2,54.0,108.0,0
1203,3,22.0,0,0,7.225,0,0,5,3,-1,0,7.225,2,66.0,132.0,0
1204,3,28.318910256410255,0,0,7.575,2,0,5,3,-1,0,7.575,2,84.95673076923077,169.91346153846155,0
1205,3,37.0,0,0,7.75,1,0,2,2,-1,0,7.75,1,111.0,111.0,0
1206,1,55.0,0,0,135.6333,0,0,4,4,3,1,135.6333,1,55.0,55.0,1
1207,3,17.0,0,0,7.7333,1,0,2,2,-1,0,7.7333,1,51.0,51.0,0
1208,1,57.0,1,0,146.5208,0,2,5,3,2,1,48.84026666666667,2,57.0,114.0,0
1209,2,19.0,0,0,10.5,2,0,5,3,-1,0,10.5,2,38.0,76.0,0
1210,3,27.0,0,0,7.8542,2,0,5,3,-1,0,7.8542,2,81.0,162.0,0
1211,2,22.0,2,0,31.5,2,4,5,3,-1,0,6.3,2,44.0,88.0,0
1212,3,26.0,0,0,7.775,2,2,5,3,-1,0,2.591666666666667,2,78.0,156.0,0
1213,3,25.0,0,0,7.2292,0,0,5,3,5,-1,7.2292,2,75.0,150.0,0
1214,2,26.0,0,0,13.0,2,0,5,3,6,1,13.0,2,52.0,104.0,0
1215,1,33.0,0,0,26.55,2,0,5,3,-1,0,26.55,2,33.0,66.0,0
1216,1,39.0,0,0,211.3375,2,0,2,2,-1,0,211.3375,1,39.0,39.0,1
1217,3,23.0,0,0,7.05,2,0,5,3,-1,0,7.05,2,69.0,138.0,0
1218,2,12.0,2,1,39.0,2,4,2,2,6,1,7.8,1,24.0,24.0,1
1219,1,46.0,0,0,79.2,0,0,5,3,-1,0,79.2,2,46.0,92.0,0
1220,2,29.0,1,0,26.0,2,2,5,3,-1,0,8.666666666666666,2,58.0,116.0,0
1221,2,21.0,0,0,13.0,2,0,5,3,-1,0,13.0,2,42.0,84.0,0
1222,2,48.0,0,2,36.75,2,2,4,4,-1,0,12.25,1,96.0,96.0,1
1223,1,39.0,0,0,29.7,0,0,5,3,1,1,29.7,2,39.0,78.0,0
1224,3,28.318910256410255,0,0,7.225,0,4,5,3,-1,0,1.4449999999999998,2,84.95673076923077,169.91346153846155,0
1225,3,19.0,1,1,15.7417,0,2,4,4,-1,0,5.247233333333333,1,57.0,57.0,0
1226,3,27.0,0,0,7.8958,2,0,5,3,-1,0,7.8958,2,81.0,162.0,0
1227,1,30.0,0,0,26.0,2,0,5,3,3,1,26.0,2,30.0,60.0,0
1228,2,32.0,0,0,13.0,2,0,5,3,-1,0,13.0,2,64.0,128.0,0
1229,3,39.0,0,2,7.2292,0,2,5,3,-1,0,2.409733333333333,2,117.0,234.0,0
1230,2,25.0,0,0,31.5,2,0,5,3,-1,0,31.5,2,50.0,100.0,0
1231,3,6.09,0,0,7.2292,0,0,1,1,-1,0,7.2292,2,18.27,36.54,0
1232,2,18.0,0,0,10.5,2,0,5,3,-1,0,10.5,2,36.0,72.0,0
1233,3,32.0,0,0,7.5792,2,0,5,3,-1,0,7.5792,2,96.0,192.0,0
1234,3,14.5,1,9,69.55,2,8,5,3,-1,0,7.727777777777778,2,43.5,87.0,0
1235,1,58.0,0,1,512.3292,0,2,4,4,2,-1,170.7764,1,58.0,58.0,1
1236,3,11.5,1,1,14.5,2,4,1,1,-1,0,2.9,2,34.5,69.0,0
1237,3,16.0,0,0,7.65,2,0,2,2,-1,0,7.65,1,48.0,48.0,0
1238,2,26.0,0,0,13.0,2,0,5,3,-1,0,13.0,2,52.0,104.0,0
1239,3,38.0,0,0,7.2292,0,0,4,4,-1,0,7.2292,1,114.0,114.0,0
1240,2,24.0,0,0,13.5,2,2,5,3,-1,0,4.5,2,48.0,96.0,0
1241,2,31.0,0,0,21.0,2,0,2,2,-1,0,21.0,1,62.0,62.0,1
1242,1,45.0,0,1,63.3583,0,2,4,4,4,1,21.119433333333333,1,45.0,45.0,1
1243,2,25.0,0,0,10.5,2,0,5,3,-1,0,10.5,2,50.0,100.0,0
1244,2,18.0,0,0,73.5,2,0,5,3,-1,0,73.5,2,36.0,72.0,0
1245,2,49.0,1,2,65.0,2,4,5,3,-1,0,13.0,2,98.0,196.0,0
1246,3,0.17,1,2,20.575,2,4,2,2,-1,0,4.115,1,0.51,0.51,0
1247,1,50.0,0,0,26.0,2,0,5,3,5,1,26.0,2,50.0,100.0,0
1248,1,59.0,2,0,51.4792,2,2,4,4,3,-1,17.15973333333333,1,59.0,59.0,1
1249,3,28.318910256410255,0,0,7.8792,2,0,5,3,-1,0,7.8792,2,84.95673076923077,169.91346153846155,0
1250,3,28.318910256410255,0,0,7.75,1,0,5,3,-1,0,7.75,2,84.95673076923077,169.91346153846155,0
1251,3,30.0,1,0,15.55,2,2,4,4,-1,0,5.183333333333334,1,90.0,90.0,0
1252,3,14.5,8,2,69.55,2,8,1,1,-1,0,7.727777777777778,2,43.5,87.0,0
1253,2,24.0,1,1,37.0042,0,2,4,4,-1,0,12.334733333333332,1,48.0,48.0,1
1254,2,31.0,0,0,21.0,2,4,4,4,-1,0,4.2,1,62.0,62.0,1
1255,3,27.0,0,0,8.6625,2,0,5,3,-1,0,8.6625,2,81.0,162.0,0
1256,1,25.0,1,0,55.4417,0,2,4,4,5,1,18.480566666666665,1,25.0,25.0,1
1257,3,14.5,1,9,69.55,2,8,4,4,-1,0,7.727777777777778,1,43.5,43.5,0
1258,3,28.318910256410255,1,0,14.4583,0,2,5,3,-1,0,4.8194333333333335,2,84.95673076923077,169.91346153846155,0
1259,3,22.0,0,0,39.6875,2,0,2,2,-1,0,39.6875,1,66.0,66.0,0
1260,1,45.0,0,1,59.4,0,4,4,4,-1,0,11.879999999999999,1,45.0,45.0,1
1261,2,29.0,0,0,13.8583,0,0,5,3,-1,0,13.8583,2,58.0,116.0,0
1262,2,21.0,1,0,11.5,2,2,5,3,-1,0,3.8333333333333335,2,42.0,84.0,0
1263,1,31.0,0,0,134.5,0,0,2,2,5,-1,134.5,1,31.0,31.0,1
1264,1,49.0,0,0,89.44748196202534,2,0,5,3,2,1,89.44748196202534,2,49.0,98.0,0
1265,2,44.0,0,0,13.0,2,0,5,3,-1,0,13.0,2,88.0,176.0,0
1266,1,54.0,1,1,81.8583,2,4,4,4,1,1,16.37166,1,54.0,54.0,1
1267,1,45.0,0,0,262.375,0,0,2,2,-1,0,262.375,1,45.0,45.0,1
1268,3,22.0,2,0,8.6625,2,2,2,2,-1,0,2.8874999999999997,1,66.0,66.0,0
1269,2,21.0,0,0,11.5,2,0,5,3,-1,0,11.5,2,42.0,84.0,0
1270,1,55.0,0,0,50.0,2,0,5,3,3,-1,50.0,2,55.0,110.0,0
1271,3,5.0,4,2,31.3875,2,6,1,1,-1,0,4.483928571428572,2,15.0,30.0,0
1272,3,28.318910256410255,0,0,7.75,1,0,5,3,-1,0,7.75,2,84.95673076923077,169.91346153846155,0
1273,3,26.0,0,0,7.8792,1,0,5,3,-1,0,7.8792,2,78.0,156.0,0
1274,3,32.326530612244895,0,0,14.5,2,0,4,4,-1,0,14.5,1,96.97959183673468,96.97959183673468,0
1275,3,19.0,1,0,16.1,2,2,4,4,-1,0,5.366666666666667,1,57.0,57.0,0
1276,2,32.83793103448276,0,0,12.875,2,0,5,3,-1,0,12.875,2,65.67586206896551,131.35172413793103,0
1277,2,24.0,1,2,65.0,2,4,2,2,-1,0,13.0,1,48.0,48.0,1
1278,3,24.0,0,0,7.775,2,0,5,3,-1,0,7.775,2,72.0,144.0,0
1279,2,57.0,0,0,13.0,2,0,5,3,-1,0,13.0,2,114.0,228.0,0
1280,3,21.0,0,0,7.75,1,0,5,3,-1,0,7.75,2,63.0,126.0,0
1281,3,6.0,3,1,21.075,2,2,1,1,-1,0,7.0249999999999995,2,18.0,36.0,0
1282,1,23.0,0,0,93.5,2,0,5,3,2,1,93.5,2,23.0,46.0,0
1283,1,51.0,0,1,39.4,2,2,4,4,4,1,13.133333333333333,1,51.0,51.0,1
1284,3,13.0,0,2,20.25,2,2,1,1,-1,0,6.75,2,39.0,78.0,0
1285,2,47.0,0,0,10.5,2,0,5,3,-1,0,10.5,2,94.0,188.0,0
1286,3,29.0,3,1,22.025,2,4,5,3,-1,0,4.404999999999999,2,87.0,174.0,0
1287,1,18.0,1,0,60.0,2,4,4,4,3,-1,12.0,1,18.0,18.0,1
1288,3,24.0,0,0,7.25,1,0,5,3,-1,0,7.25,2,72.0,144.0,0
1289,1,48.0,1,1,79.2,0,2,4,4,2,-1,26.400000000000002,1,48.0,48.0,1
1290,3,22.0,0,0,7.775,2,0,5,3,-1,0,7.775,2,66.0,132.0,0
1291,3,31.0,0,0,7.7333,1,0,5,3,-1,0,7.7333,2,93.0,186.0,0
1292,1,30.0,0,0,164.8667,2,0,2,2,3,-1,164.8667,1,30.0,30.0,1
1293,2,38.0,1,0,21.0,2,2,5,3,-1,0,7.0,2,76.0,152.0,0
1294,1,22.0,0,1,59.4,0,4,2,2,-1,0,11.879999999999999,1,22.0,22.0,1
1295,1,17.0,0,0,47.1,2,0,5,3,-1,0,47.1,2,17.0,34.0,0
1296,1,43.0,1,0,27.7208,0,2,5,3,4,1,9.240266666666667,2,43.0,86.0,0
1297,2,20.0,0,0,13.8625,0,0,5,3,4,1,13.8625,2,40.0,80.0,0
1298,2,23.0,1,0,10.5,2,4,5,3,-1,0,2.1,2,46.0,92.0,0
1299,1,50.0,1,1,211.5,0,4,5,3,3,1,42.3,2,50.0,100.0,0
1300,3,17.36087378640777,0,0,7.7208,1,0,2,2,-1,0,7.7208,1,52.08262135922331,52.08262135922331,0
1301,3,3.0,1,1,13.775,2,6,2,2,-1,0,1.967857142857143,1,9.0,9.0,0
1302,3,17.36087378640777,0,0,7.75,1,0,2,2,-1,0,7.75,1,52.08262135922331,52.08262135922331,0
1303,1,37.0,1,0,90.0,1,2,4,4,3,1,30.0,1,37.0,37.0,1
1304,3,28.0,0,0,7.775,2,0,2,2,-1,0,7.775,1,84.0,84.0,0
1305,3,28.318910256410255,0,0,8.05,2,0,5,3,-1,0,8.05,2,84.95673076923077,169.91346153846155,0
1306,1,39.0,0,0,108.9,0,0,14,3,3,-1,108.9,1,39.0,39.0,1
1307,3,38.5,0,0,7.25,2,0,5,3,-1,0,7.25,2,115.5,231.0,0
1308,3,28.318910256410255,0,0,8.05,2,0,5,3,-1,0,8.05,2,84.95673076923077,169.91346153846155,0
1309,3,6.09,1,1,22.3583,0,2,1,1,-1,0,7.452766666666666,2,18.27,36.54,0
